review,rating,date,bank,source,review_clean,vader_compound,sentiment_vader,sent_label,sent_score,text,theme_primary
very good app,5,2025-09-05,CBE,google_play,very good app,0.4927,positive,positive,0.9998675584793092,very good app,other
jabirabdala,5,2025-09-04,CBE,google_play,jabirabdala,0.0,neutral,negative,0.9328044652938844,jabirabdala,other
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,google_play,unfair cost of transportations... what a shame!!!,-0.795,negative,negative,0.9997835755348206,unfair cost of transportations... what a shame!!!,other
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,google_play,"i think it is a good app to use easily. however, i have one more comment: the app does not automatically sync or update the balance in real time. please review this issue. for example, when someone transfers money, the receiver's app does not sync automatically. it requires the user to manually initiate an update to see the current balance.",0.765,positive,negative,0.9977512955665588,"i think it is a good app to use easily. however, i have one more comment: the app does not automatically sync or update the balance in real time. please review this issue. for example, when someone transfers money, the receiver's app does not sync automatically. it requires the user to manually initiate an update to see the current balance.",transactions
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,CBE,google_play,waw!!! i am proud!!! my strong bank works at best even in a remote location here in malabo (ecuatorial guinea). mewolid mubarak cbe!!!,0.9147,positive,positive,0.9996813535690308,waw!!! i am proud!!! my strong bank works at best even in a remote location here in malabo (ecuatorial guinea). mewolid mubarak cbe!!!,ui_ux
zinaa Ahmed,5,2025-09-04,CBE,google_play,zinaa ahmed,0.0,neutral,positive,0.924660325050354,zinaa ahmed,other
absolutely excellent,5,2025-09-04,CBE,google_play,absolutely excellent,0.6115,positive,positive,0.99985933303833,absolutely excellent,other
amazing app,5,2025-09-03,CBE,google_play,amazing app,0.5859,positive,positive,0.9998670816421508,amazing app,other
perfect and easy,5,2025-09-03,CBE,google_play,perfect and easy,0.765,positive,positive,0.9998718500137328,perfect and easy,other
fastest,5,2025-09-03,CBE,google_play,fastest,0.0,neutral,positive,0.999160885810852,fastest,other
My account is not working,4,2025-09-03,CBE,google_play,my account is not working,0.0,neutral,negative,0.9997815489768982,my account is not working,other
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,google_play,the recent update is not optimized fir latest version of android,-0.357,negative,negative,0.999637246131897,the recent update is not optimized fir latest version of android,other
topp,5,2025-09-02,CBE,google_play,topp,0.0,neutral,positive,0.9706206321716307,topp,other
I appreciate it,5,2025-09-01,CBE,google_play,i appreciate it,0.4019,positive,positive,0.999839186668396,i appreciate it,other
v.good app,5,2025-09-01,CBE,google_play,v.good app,0.0,neutral,positive,0.9952701926231384,v.good app,other
sahib amin jamal,1,2025-08-31,CBE,google_play,sahib amin jamal,0.0,neutral,positive,0.8987875580787659,sahib amin jamal,other
installi,5,2025-08-31,CBE,google_play,installi,0.0,neutral,negative,0.9575467109680176,installi,other
very good apps,5,2025-08-30,CBE,google_play,very good apps,0.4927,positive,positive,0.9998751878738404,very good apps,other
👍👍👍👍,1,2025-08-30,CBE,google_play,👍👍👍👍,0.0,neutral,negative,0.6970565915107727,👍👍👍👍,other
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,CBE,google_play,the app say it is not compatible with ur phone can u fix it it is not updating.,0.0,neutral,negative,0.9997796416282654,the app say it is not compatible with ur phone can u fix it it is not updating.,other
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,google_play,"i would like to give you some feedback on current update, its very nice and easy to use👍 but in some button there is still not improved for example while iwant to check my recent txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make high txn daily. improve and miximize the txn shown to 300 up to 500. make searchable recent txn button! all in all the bank i relly on! cbe my bank !",0.619,positive,negative,0.9962132573127748,"i would like to give you some feedback on current update, its very nice and easy to use👍 but in some button there is still not improved for example while iwant to check my recent txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make high txn daily. improve and miximize the txn shown to 300 up to 500. make searchable recent txn button! all in all the bank i relly on! cbe my bank !",ui_ux
tinishu titiba,5,2025-08-29,CBE,google_play,tinishu titiba,0.0,neutral,negative,0.715971827507019,tinishu titiba,other
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,google_play,"essy to use ,has great interface and user-friendly g",0.6249,positive,positive,0.9995421171188354,"essy to use ,has great interface and user-friendly g",ui_ux
Yuuuuu,5,2025-08-29,CBE,google_play,yuuuuu,0.0,neutral,negative,0.9227678775787354,yuuuuu,other
I found it very much friendly,5,2025-08-29,CBE,google_play,i found it very much friendly,0.539,positive,positive,0.9997764229774476,i found it very much friendly,other
"Very useful app, while we use CBE.",5,2025-08-28,CBE,google_play,"very useful app, while we use cbe.",0.4927,positive,positive,0.9981263279914856,"very useful app, while we use cbe.",other
woooow,5,2025-08-28,CBE,google_play,woooow,0.0,neutral,positive,0.9561602473258972,woooow,other
Redmi,1,2025-08-28,CBE,google_play,redmi,0.0,neutral,positive,0.9882866740226746,redmi,other
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,google_play,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,0.0,neutral,negative,0.932232677936554,አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,other
kamil aweil,5,2025-08-28,CBE,google_play,kamil aweil,0.0,neutral,positive,0.9943663477897644,kamil aweil,other
In your next update can you come with night mode future,5,2025-08-27,CBE,google_play,in your next update can you come with night mode future,0.0,neutral,negative,0.6754571199417114,in your next update can you come with night mode future,other
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,google_play,"truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as telebirr super app, thus, cbe is my top ultimate choice that i prefer over the other bank due to its beautiful power of lead as a result i could recommend cbe to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. thank you !",0.9834,positive,positive,0.9994266033172609,"truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as telebirr super app, thus, cbe is my top ultimate choice that i prefer over the other bank due to its beautiful power of lead as a result i could recommend cbe to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. thank you !",other
mayreba app you its better if you use other banks,1,2025-08-27,CBE,google_play,mayreba app you its better if you use other banks,0.4404,positive,negative,0.9957265853881836,mayreba app you its better if you use other banks,other
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,google_play,not prefect transfer to other bank the mony not deliverd imidetliy take three or five days,0.0,neutral,negative,0.9938229322433472,not prefect transfer to other bank the mony not deliverd imidetliy take three or five days,transactions
let us know before you shut down the app,4,2025-08-27,CBE,google_play,let us know before you shut down the app,0.0,neutral,negative,0.9973037242889404,let us know before you shut down the app,other
excited,5,2025-08-27,CBE,google_play,excited,0.34,positive,positive,0.9997768998146056,excited,other
amizing,5,2025-08-26,CBE,google_play,amizing,0.0,neutral,negative,0.9881718754768372,amizing,other
yes it is v good,5,2025-08-26,CBE,google_play,yes it is v good,0.6808,positive,positive,0.9994988441467284,yes it is v good,other
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,google_play,a great update in the mobile banking application. thanks for the system and customization department,0.7906,positive,positive,0.9994227886199952,a great update in the mobile banking application. thanks for the system and customization department,other
this app is smart.,5,2025-08-26,CBE,google_play,this app is smart.,0.4019,positive,positive,0.9998302459716796,this app is smart.,other
I am happy,5,2025-08-26,CBE,google_play,i am happy,0.5719,positive,positive,0.9998801946640016,i am happy,other
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,google_play,still i have not face critical problems sometimes delay to open,0.2311,positive,positive,0.9847295880317688,still i have not face critical problems sometimes delay to open,transactions
ጤና ከድረ,5,2025-08-25,CBE,google_play,ጤና ከድረ,0.0,neutral,negative,0.7850590348243713,ጤና ከድረ,other
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,google_play,the connection between bank and the app is lag relationship this must be corrected.,-0.34,negative,negative,0.999581515789032,the connection between bank and the app is lag relationship this must be corrected.,other
I have forgotten mobail banking password,5,2025-08-25,CBE,google_play,i have forgotten mobail banking password,-0.2263,negative,negative,0.99432772397995,i have forgotten mobail banking password,account_access
muktaar Abraahim,5,2025-08-25,CBE,google_play,muktaar abraahim,0.0,neutral,negative,0.9458082318305968,muktaar abraahim,other
🤞Good One,5,2025-08-24,CBE,google_play,🤞good one,0.0,neutral,positive,0.8484408259391785,🤞good one,other
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,google_play,why does it say change pin to 6 digits is that right?,0.0,neutral,negative,0.9931118488311768,why does it say change pin to 6 digits is that right?,account_access
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,google_play,one of the worst mobile banking apps in ethiopia. you can't access your txn record for more than 2 weeks.,-0.6249,negative,negative,0.9997283816337584,one of the worst mobile banking apps in ethiopia. you can't access your txn record for more than 2 weeks.,other
i like it and aprshat.,4,2025-08-23,CBE,google_play,i like it and aprshat.,0.3612,positive,positive,0.999653697013855,i like it and aprshat.,other
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,google_play,"the app has some issues i updated recently and now i am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update i keep loosing all the important accounts.",0.6124,positive,negative,0.9994633793830872,"the app has some issues i updated recently and now i am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update i keep loosing all the important accounts.",transactions
best app and easy to use,5,2025-08-23,CBE,google_play,best app and easy to use,0.7964,positive,positive,0.9996281862258912,best app and easy to use,ui_ux
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,google_play,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,0.3919,positive,negative,0.9990184307098388,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,transactions
List of transactions can't load over months and years..,1,2025-08-23,CBE,google_play,list of transactions can't load over months and years..,0.0,neutral,positive,0.6906006336212158,list of transactions can't load over months and years..,transactions
transferring money to telebirr is not working,1,2025-08-23,CBE,google_play,transferring money to telebirr is not working,0.0,neutral,negative,0.9997877478599548,transferring money to telebirr is not working,transactions
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,google_play,i don't like this app and there service fee is highl,-0.2755,negative,negative,0.9943022727966307,i don't like this app and there service fee is highl,other
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,google_play,አዲሱ update ጥሩ አይደለም. update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,0.4939,positive,negative,0.9872555732727052,አዲሱ update ጥሩ አይደለም. update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,other
this application do not show over all transaction history,3,2025-08-23,CBE,google_play,this application do not show over all transaction history,0.0,neutral,negative,0.9990196228027344,this application do not show over all transaction history,transactions
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,google_play,this app is very nice but statment history is very shiort atlist add 15 days,0.2609,positive,negative,0.9775184988975524,this app is very nice but statment history is very shiort atlist add 15 days,other
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,google_play,"this app stooped working after i updated it. it says change password and i did, but it doesn't open with the new password. i don't like it.",-0.395,negative,negative,0.9994884729385376,"this app stooped working after i updated it. it says change password and i did, but it doesn't open with the new password. i don't like it.",account_access
best and secured application,5,2025-08-23,CBE,google_play,best and secured application,0.7845,positive,positive,0.9997896552085876,best and secured application,other
This application is excellent .,5,2025-08-22,CBE,google_play,this application is excellent .,0.5719,positive,positive,0.9998652935028076,this application is excellent .,other
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,google_play,"the new update is very bugged. can't view the names of account holders i previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",0.0,neutral,negative,0.9997369647026062,"the new update is very bugged. can't view the names of account holders i previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",transactions
Thise App is Great,5,2025-08-22,CBE,google_play,thise app is great,0.6249,positive,positive,0.9997069239616394,thise app is great,other
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,google_play,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,0.0,neutral,negative,0.9994959831237792,አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,other
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,google_play,"i love this app. really, but with some downsides too. screenshot is mandatory after every transaction as to me, i need screenshots not downloaded recipient. it would be even better if transaction history is available via this app for months that we can access directly or via calender ways. thanks.",0.8945,positive,negative,0.9867143034934998,"i love this app. really, but with some downsides too. screenshot is mandatory after every transaction as to me, i need screenshots not downloaded recipient. it would be even better if transaction history is available via this app for months that we can access directly or via calender ways. thanks.",transactions
it is good app,5,2025-08-22,CBE,google_play,it is good app,0.4404,positive,positive,0.9998652935028076,it is good app,other
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,google_play,good and always try to make new updats 🙏👍,0.4404,positive,positive,0.9997432827949524,good and always try to make new updats 🙏👍,other
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,google_play,"i use the commercial bank of ethiopia mobile app, and it’s fantastic! the interface is user-friendly, making it easy to check balances and transfer money. i love the bill payment feature, and the security measures give me peace of mind. overall, it’s a reliable app that has simplified my banking experience. highly recommend!",0.9637,positive,positive,0.9998327493667604,"i use the commercial bank of ethiopia mobile app, and it’s fantastic! the interface is user-friendly, making it easy to check balances and transfer money. i love the bill payment feature, and the security measures give me peace of mind. overall, it’s a reliable app that has simplified my banking experience. highly recommend!",transactions
i don' want,5,2025-08-22,CBE,google_play,i don' want,0.0772,positive,negative,0.9935491681098938,i don' want,other
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,google_play,"it's very nice simple and convenient app! but i have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",0.8878,positive,negative,0.7717199325561523,"it's very nice simple and convenient app! but i have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",account_access
one of the best,5,2025-08-22,CBE,google_play,one of the best,0.6369,positive,positive,0.999864101409912,one of the best,other
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,google_play,"why is it every time the app is updated history of previous account numbers keeps missing , why??",-0.3736,negative,negative,0.9994832277297974,"why is it every time the app is updated history of previous account numbers keeps missing , why??",other
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,google_play,you guys charge way to much when we transfer money from cbe to telebirr via this app,0.0,neutral,negative,0.9921815395355223,you guys charge way to much when we transfer money from cbe to telebirr via this app,transactions
not bad apk,1,2025-08-21,CBE,google_play,not bad apk,0.431,positive,positive,0.9990298748016356,not bad apk,other
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,google_play,yes these app is so good for our saving and marketing system go ethiopia go!!!,0.8083,positive,positive,0.9989866614341736,yes these app is so good for our saving and marketing system go ethiopia go!!!,other
best mobile banking App that have seen .,5,2025-08-21,CBE,google_play,best mobile banking app that have seen .,0.6369,positive,positive,0.9996659755706788,best mobile banking app that have seen .,other
It's very helpful apps,5,2025-08-21,CBE,google_play,it's very helpful apps,0.4754,positive,positive,0.9997400641441344,it's very helpful apps,support
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,google_play,every major update means you have to go back to ethiopia to make the app work. in 2025?,0.0,neutral,negative,0.9881246089935304,every major update means you have to go back to ethiopia to make the app work. in 2025?,other
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,google_play,"unable to connect, pls. improve the system",0.4939,positive,negative,0.9995279312133788,"unable to connect, pls. improve the system",other
well app,5,2025-08-20,CBE,google_play,well app,0.2732,positive,positive,0.9993765950202942,well app,other
"Smart service But, your service charge is too high",5,2025-08-20,CBE,google_play,"smart service but, your service charge is too high",0.2144,positive,negative,0.997087299823761,"smart service but, your service charge is too high",other
perfect 👌 keep,5,2025-08-20,CBE,google_play,perfect 👌 keep,0.5719,positive,positive,0.99981290102005,perfect 👌 keep,other
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,google_play,"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",0.0,neutral,negative,0.9480838775634766,"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",other
excellent plus,5,2025-08-20,CBE,google_play,excellent plus,0.5719,positive,positive,0.9998642206192015,excellent plus,other
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,google_play,would be great if it displays service fees before proceeding with transaction.,0.6249,positive,negative,0.9983863830566406,would be great if it displays service fees before proceeding with transaction.,transactions
so disappointing :((,1,2025-08-20,CBE,google_play,so disappointing :((,-0.5413,negative,negative,0.9998121857643129,so disappointing :((,other
what nice app i never usedyet,4,2025-08-20,CBE,google_play,what nice app i never usedyet,0.4215,positive,positive,0.9993265867233276,what nice app i never usedyet,other
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,google_play,ke gizew ga emihed astemamagn metegberya,0.0,neutral,negative,0.7793749570846558,ke gizew ga emihed astemamagn metegberya,other
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,google_play,"this app is pretty good. the recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why i gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",0.743,positive,negative,0.9711772799491882,"this app is pretty good. the recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why i gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",other
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,google_play,send money for some account but don't reserved ball,0.0,neutral,negative,0.9694756269454956,send money for some account but don't reserved ball,transactions
very good🙏🙏,5,2025-08-19,CBE,google_play,very good🙏🙏,0.0,neutral,positive,0.8243637084960938,very good🙏🙏,other
I recognized thank you,5,2025-08-19,CBE,google_play,i recognized thank you,0.3612,positive,positive,0.9998434782028198,i recognized thank you,other
Best feature!!,5,2025-08-19,CBE,google_play,best feature!!,0.6988,positive,positive,0.9998444318771362,best feature!!,other
the saved account totally removed ..why????????,1,2025-08-19,CBE,google_play,the saved account totally removed ..why????????,0.5803,positive,negative,0.9997368454933168,the saved account totally removed ..why????????,other
good bank Ethiopian very nic,5,2025-08-18,CBE,google_play,good bank ethiopian very nic,0.4404,positive,positive,0.9994763731956482,good bank ethiopian very nic,other
this good app but screenshot must enable,4,2025-08-18,CBE,google_play,this good app but screenshot must enable,0.2382,positive,positive,0.9907084703445436,this good app but screenshot must enable,other
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,google_play,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,0.0,neutral,negative,0.9865872263908386,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,other
change mobile banking CBE,5,2025-08-18,CBE,google_play,change mobile banking cbe,0.0,neutral,positive,0.582142174243927,change mobile banking cbe,crash_bug
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,google_play,the process of updating is not functioning easily. installing is easy than updating. screenshot should not be prevented. it is an instant evidence needed for some transactions.,0.1999,positive,negative,0.7523461580276489,the process of updating is not functioning easily. installing is easy than updating. screenshot should not be prevented. it is an instant evidence needed for some transactions.,transactions
Adisi Deti,5,2025-08-17,CBE,google_play,adisi deti,0.0,neutral,positive,0.7580509781837463,adisi deti,other
this app is the good apps,5,2025-08-17,CBE,google_play,this app is the good apps,0.4404,positive,positive,0.999853253364563,this app is the good apps,other
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,google_play,አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም። please አስተካክሉት,0.3182,positive,negative,0.9526928067207336,አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም። please አስተካክሉት,transactions
congra ethio,5,2025-08-15,CBE,google_play,congra ethio,0.0,neutral,positive,0.980097472667694,congra ethio,other
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,google_play,እንዲሁ ነው የሰተኋችሁ ለሞራል,0.0,neutral,negative,0.8616330027580261,እንዲሁ ነው የሰተኋችሁ ለሞራል,other
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,google_play,i don't think it is compatible with the new android version 16 it fails to open. please update it or find a solution.,0.2023,positive,negative,0.9997748732566832,i don't think it is compatible with the new android version 16 it fails to open. please update it or find a solution.,other
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,google_play,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from cbe mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",-0.1027,negative,negative,0.9974616765975952,"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from cbe mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",transactions
this APK Best for most of people,5,2025-08-13,CBE,google_play,this apk best for most of people,0.6369,positive,positive,0.9989105463027954,this apk best for most of people,other
good keep it up,5,2025-08-13,CBE,google_play,good keep it up,0.4404,positive,positive,0.9998568296432496,good keep it up,other
very nice app,5,2025-08-12,CBE,google_play,very nice app,0.4754,positive,positive,0.9998562335968018,very nice app,other
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,google_play,most of the time either the app or *889# don't work,0.0,neutral,negative,0.9996015429496764,most of the time either the app or *889# don't work,other
cbe. noor,2,2025-08-12,CBE,google_play,cbe. noor,0.0,neutral,positive,0.7760332822799683,cbe. noor,other
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,google_play,why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,0.1486,positive,negative,0.9912410378456116,why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,other
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,google_play,በጣም አሪፍ ነው በርቱልን,0.0,neutral,negative,0.8616330027580261,በጣም አሪፍ ነው በርቱልን,other
this is so good,5,2025-08-11,CBE,google_play,this is so good,0.5777,positive,positive,0.9998397827148438,this is so good,other
❤❤❤❤❤😂,5,2025-08-10,CBE,google_play,❤❤❤❤❤😂,0.0,neutral,negative,0.6970565915107727,❤❤❤❤❤😂,other
Very interesting 🤔,5,2025-08-10,CBE,google_play,very interesting 🤔,0.4576,positive,positive,0.9997901320457458,very interesting 🤔,other
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,google_play,very good app 👍👍👍 time saving and more accurate,0.4927,positive,positive,0.9997368454933168,very good app 👍👍👍 time saving and more accurate,other
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,google_play,"i like your app to order atm card through it, i get it new on your app",0.3612,positive,positive,0.8364057540893555,"i like your app to order atm card through it, i get it new on your app",other
very bad app,1,2025-08-09,CBE,google_play,very bad app,-0.5849,negative,negative,0.9997768998146056,very bad app,other
good 👍,5,2025-08-09,CBE,google_play,good 👍,0.4404,positive,positive,0.9998576641082764,good 👍,other
it is the best transferring AP,5,2025-08-08,CBE,google_play,it is the best transferring ap,0.6369,positive,positive,0.999705970287323,it is the best transferring ap,transactions
it's good but add some more please,3,2025-08-08,CBE,google_play,it's good but add some more please,0.653,positive,positive,0.9998283386230468,it's good but add some more please,other
best servis app,4,2025-08-07,CBE,google_play,best servis app,0.6369,positive,positive,0.99943345785141,best servis app,other
