review,rating,date,bank,source,review_clean,vader_compound,sentiment_vader,sent_label,sent_score,text,theme_primary
screenshot problem must be fixed!!,4,2025-08-02,CBE,google_play,screenshot problem must be fixed!!,-0.508,negative,negative,0.999237895011902,screenshot problem must be fixed!!,Transactions & History
it's very nice app,5,2025-08-02,CBE,google_play,it's very nice app,0.4754,positive,positive,0.9998631477355956,it's very nice app,App Speed & Performance
best and fast,5,2025-08-02,CBE,google_play,best and fast,0.6369,positive,positive,0.9998563528060912,best and fast,Ease of Use / User Experience
The best one ever i've seen.,5,2025-08-01,CBE,google_play,the best one ever i've seen.,0.6369,positive,positive,0.9998631477355956,the best one ever i've seen.,App Speed & Performance
በጣም ጥሩ,5,2025-08-01,CBE,google_play,በጣም ጥሩ,0.0,neutral,negative,0.7850590348243713,በጣም ጥሩ,App Speed & Performance
The sum is good.,5,2025-08-01,CBE,google_play,the sum is good.,0.4404,positive,positive,0.9998589754104614,the sum is good.,Transactions & History
it is good,5,2025-07-30,CBE,google_play,it is good,0.4404,positive,positive,0.9998494386672974,it is good,Transactions & History
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,google_play,they been freezing a transfered money till the time they chose chose it to be delivered bruh,-0.1027,negative,negative,0.9982882142066956,they been freezing a transfered money till the time they chose chose it to be delivered bruh,Digital Payments / Telebirr Integration
how updated this app,5,2025-07-30,CBE,google_play,how updated this app,0.0,neutral,positive,0.908365786075592,how updated this app,App Speed & Performance
yase,5,2025-07-30,CBE,google_play,yase,0.0,neutral,positive,0.9850412011146544,yase,Transactions & History
"ok ,",5,2025-07-29,CBE,google_play,"ok ,",0.296,positive,positive,0.9997431635856628,"ok ,",Transactions & History
Time is Gold,5,2025-07-28,CBE,google_play,time is gold,0.0,neutral,positive,0.9994885921478271,time is gold,App Speed & Performance
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,google_play,this app is so amazing a use it every time when i make payments,0.7065,positive,positive,0.9997534155845642,this app is so amazing a use it every time when i make payments,Digital Payments / Telebirr Integration
Mobeli.bank,5,2025-07-27,CBE,google_play,mobeli.bank,0.0,neutral,negative,0.9778519868850708,mobeli.bank,Digital Payments / Telebirr Integration
thanks CBE,5,2025-07-25,CBE,google_play,thanks cbe,0.4404,positive,positive,0.999742329120636,thanks cbe,Service & Charges
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,google_play,"i am using this service from abroad, which i have active account in ethiopia. anytime i want support family, i easily sent funds to my cbe bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. they can easily send money from their abroad bank account to their ceb, awash,oromia bank whatever. 2nd, they don't need family to withdraw money for them to use it. they have privacy.",0.9512,positive,positive,0.992942988872528,"i am using this service from abroad, which i have active account in ethiopia. anytime i want support family, i easily sent funds to my cbe bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. they can easily send money from their abroad bank account to their ceb, awash,oromia bank whatever. 2nd, they don't need family to withdraw money for them to use it. they have privacy.",Ease of Use / User Experience
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,google_play,በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,0.0,neutral,negative,0.9489791989326476,በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,App Speed & Performance
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,google_play,v͟e͟r͟y͟ g͟o͟o͟ d͟,0.0,neutral,negative,0.9897240400314332,v͟e͟r͟y͟ g͟o͟o͟ d͟,Transactions & History
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,google_play,commercial bank of ethiopia is very helpful for all ethiopian people that i respect ethio consititution,0.7346,positive,positive,0.998514711856842,commercial bank of ethiopia is very helpful for all ethiopian people that i respect ethio consititution,Digital Payments / Telebirr Integration
there is many thing u have to fix.,1,2025-07-24,CBE,google_play,there is many thing u have to fix.,0.0,neutral,negative,0.9872127175331116,there is many thing u have to fix.,Digital Payments / Telebirr Integration
Excellent App,4,2025-07-24,CBE,google_play,excellent app,0.5719,positive,positive,0.9998356103897096,excellent app,Service & Charges
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,google_play,"this is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",0.872,positive,positive,0.9990789890289308,"this is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",App Speed & Performance
በጣምጥሩ,4,2025-07-21,CBE,google_play,በጣምጥሩ,0.0,neutral,negative,0.6970565915107727,በጣምጥሩ,Transactions & History
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,google_play,"good job, but we need to see more transaction history.",0.2382,positive,negative,0.996132493019104,"good job, but we need to see more transaction history.",Transactions & History
full of restrictions,1,2025-07-20,CBE,google_play,full of restrictions,0.0,neutral,negative,0.983348548412323,full of restrictions,Digital Payments / Telebirr Integration
The best one,5,2025-07-20,CBE,google_play,the best one,0.6369,positive,positive,0.9998371601104736,the best one,Ease of Use / User Experience
nice apps,5,2025-07-20,CBE,google_play,nice apps,0.4215,positive,positive,0.999850869178772,nice apps,App Speed & Performance
why i cant screen shoot ?,1,2025-07-20,CBE,google_play,why i cant screen shoot ?,0.2584,positive,negative,0.9865542650222778,why i cant screen shoot ?,Digital Payments / Telebirr Integration
Really excellent,5,2025-07-19,CBE,google_play,really excellent,0.6115,positive,positive,0.99986469745636,really excellent,Service & Charges
nice apk,5,2025-07-19,CBE,google_play,nice apk,0.4215,positive,positive,0.9998088479042052,nice apk,App Speed & Performance
it is good up to now but it needs update today,5,2025-07-18,CBE,google_play,it is good up to now but it needs update today,0.2382,positive,negative,0.9715504050254822,it is good up to now but it needs update today,Transactions & History
አውርድ,5,2025-07-18,CBE,google_play,አውርድ,0.0,neutral,negative,0.6970565915107727,አውርድ,Transactions & History
okay,5,2025-07-18,CBE,google_play,okay,0.2263,positive,positive,0.9997709393501282,okay,Digital Payments / Telebirr Integration
very aazing,5,2025-07-18,CBE,google_play,very aazing,0.0,neutral,negative,0.9990257024765016,very aazing,Transactions & History
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,google_play,እስክሪን ሹት አይሰራም ለምን ተዘጋ?,0.0,neutral,negative,0.9647620320320128,እስክሪን ሹት አይሰራም ለምን ተዘጋ?,App Speed & Performance
simple to use and amazing,5,2025-07-17,CBE,google_play,simple to use and amazing,0.5859,positive,positive,0.999886989593506,simple to use and amazing,Service & Charges
Best app ever,5,2025-07-17,CBE,google_play,best app ever,0.6369,positive,positive,0.9997491240501404,best app ever,Ease of Use / User Experience
this app good,4,2025-07-17,CBE,google_play,this app good,0.4404,positive,positive,0.9998284578323364,this app good,Transactions & History
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,google_play,"i like this app b/s it's fast, clear, and secured. thank you",0.8519,positive,positive,0.9998654127120972,"i like this app b/s it's fast, clear, and secured. thank you",Service & Charges
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,google_play,"although the ui is simple and easy to use. that does not mean anything if information is not consistent throughout the app, and most services are down most of the time. also, i see that forcing the user to turn off android dev settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for android development 🙄. if you have certain security requirements, you would rather prefer to restrict the minsdk (since recent android releases are secure).",0.5719,positive,negative,0.9996721744537354,"although the ui is simple and easy to use. that does not mean anything if information is not consistent throughout the app, and most services are down most of the time. also, i see that forcing the user to turn off android dev settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for android development 🙄. if you have certain security requirements, you would rather prefer to restrict the minsdk (since recent android releases are secure).",Ease of Use / User Experience
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,google_play,difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,-0.6369,negative,negative,0.9992318153381348,difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,Transactions & History
chala bodena,2,2025-07-15,CBE,google_play,chala bodena,0.0,neutral,negative,0.8392057418823242,chala bodena,Transactions & History
ebc app not work or unable to connect server,1,2025-07-15,CBE,google_play,ebc app not work or unable to connect server,0.0,neutral,negative,0.9996393918991088,ebc app not work or unable to connect server,Transactions & History
i love this app,5,2025-07-14,CBE,google_play,i love this app,0.6369,positive,positive,0.9998608827590942,i love this app,Ease of Use / User Experience
"excellent application, user friendly...nice one",5,2025-07-14,CBE,google_play,"excellent application, user friendly...nice one",0.5719,positive,positive,0.9998477697372437,"excellent application, user friendly...nice one",Service & Charges
Okay 👍,5,2025-07-13,CBE,google_play,okay 👍,0.2263,positive,positive,0.998088538646698,okay 👍,Digital Payments / Telebirr Integration
why can't I transfer money to telebirr?,4,2025-07-12,CBE,google_play,why can't i transfer money to telebirr?,0.0,neutral,negative,0.9988917708396912,why can't i transfer money to telebirr?,Digital Payments / Telebirr Integration
CBE Mobile Banking make us our life easier.,5,2025-07-12,CBE,google_play,cbe mobile banking make us our life easier.,0.4215,positive,positive,0.994941771030426,cbe mobile banking make us our life easier.,Service & Charges
"I can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,google_play,"i can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",0.6696,positive,negative,0.990739107131958,"i can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",App Speed & Performance
"it's a nice app""and buy to pay then simple for money transaction 10Q CBE.",5,2025-07-11,CBE,google_play,"it's a nice app""and buy to pay then simple for money transaction 10q cbe.",0.6705,positive,positive,0.9889894127845764,"it's a nice app""and buy to pay then simple for money transaction 10q cbe.",App Speed & Performance
"amzing app, so 10Q",5,2025-07-11,CBE,google_play,"amzing app, so 10q",0.6113,positive,negative,0.9919998645782472,"amzing app, so 10q",Service & Charges
"The CBE MB app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and USSD.",2,2025-07-11,CBE,google_play,"the cbe mb app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and ussd.",0.7579,positive,negative,0.9959859251976012,"the cbe mb app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and ussd.",App Speed & Performance
It is user friendly.,4,2025-07-11,CBE,google_play,it is user friendly.,0.4939,positive,positive,0.9897856712341307,it is user friendly.,Service & Charges
Application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,google_play,application አንዳንዴ ቀርፋፋ ነው። ለምን ?,0.0,neutral,negative,0.97027188539505,application አንዳንዴ ቀርፋፋ ነው። ለምን ?,App Speed & Performance
option app mobile banking,5,2025-07-09,CBE,google_play,option app mobile banking,0.0,neutral,positive,0.8521428108215332,option app mobile banking,App Speed & Performance
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,google_play,very poor and even not sho the balance and transaction history,-0.5256,negative,negative,0.9995904564857484,very poor and even not sho the balance and transaction history,Ease of Use / User Experience
እሽ,5,2025-07-07,CBE,google_play,እሽ,0.0,neutral,negative,0.6970565915107727,እሽ,Transactions & History
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,google_play,this is very good app but what is bucket override i don't get,0.2724,positive,negative,0.9767497181892396,this is very good app but what is bucket override i don't get,Ease of Use / User Experience
The best of mobile banking in Ethiopia 🇪🇹,5,2025-07-06,CBE,google_play,the best of mobile banking in ethiopia 🇪🇹,0.6369,positive,positive,0.9998003840446472,the best of mobile banking in ethiopia 🇪🇹,App Speed & Performance
"it's just a basic app, you could do a lot better I couldn't see my 2 months statement even",1,2025-07-06,CBE,google_play,"it's just a basic app, you could do a lot better i couldn't see my 2 months statement even",0.4404,positive,negative,0.9993597865104676,"it's just a basic app, you could do a lot better i couldn't see my 2 months statement even",Service & Charges
don't work,1,2025-07-05,CBE,google_play,don't work,0.0,neutral,negative,0.9997063279151917,don't work,App Speed & Performance
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,google_play,የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,0.0,neutral,negative,0.9239576458930968,የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,Transactions & History
nice !,4,2025-07-05,CBE,google_play,nice !,0.4753,positive,positive,0.999863862991333,nice !,App Speed & Performance
Samsung s05 have no government utility payment options Please fix on the next update,1,2025-07-05,CBE,google_play,samsung s05 have no government utility payment options please fix on the next update,0.0258,neutral,negative,0.9979221224784852,samsung s05 have no government utility payment options please fix on the next update,Digital Payments / Telebirr Integration
v.good,5,2025-07-04,CBE,google_play,v.good,0.0,neutral,positive,0.994877278804779,v.good,Transactions & History
"It is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,CBE,google_play,"it is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",0.8402,positive,negative,0.9958800077438354,"it is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",Service & Charges
it's good app.,5,2025-07-03,CBE,google_play,it's good app.,0.4404,positive,positive,0.9998677968978882,it's good app.,Transactions & History
It is fast and best service. Go a head!,5,2025-07-02,CBE,google_play,it is fast and best service. go a head!,0.6696,positive,positive,0.9993784427642822,it is fast and best service. go a head!,Ease of Use / User Experience
"This app is not reliable for transferring money to other banks or money transfer apps. It will take your money but not deliver it, and for confirmation, it takes three days to refund.",2,2025-07-02,CBE,google_play,"this app is not reliable for transferring money to other banks or money transfer apps. it will take your money but not deliver it, and for confirmation, it takes three days to refund.",0.0,neutral,negative,0.9997637867927552,"this app is not reliable for transferring money to other banks or money transfer apps. it will take your money but not deliver it, and for confirmation, it takes three days to refund.",Digital Payments / Telebirr Integration
it is best app,5,2025-07-02,CBE,google_play,it is best app,0.6369,positive,positive,0.9997313618659972,it is best app,Ease of Use / User Experience
"The worst Bank, system and app ever in Ethiopia.",1,2025-07-02,CBE,google_play,"the worst bank, system and app ever in ethiopia.",-0.6249,negative,negative,0.9997875094413756,"the worst bank, system and app ever in ethiopia.",Digital Payments / Telebirr Integration
please update the security policy. we can't take a SCREENSHOTS!,3,2025-07-02,CBE,google_play,please update the security policy. we can't take a screenshots!,0.6114,positive,negative,0.9981873631477356,please update the security policy. we can't take a screenshots!,Transactions & History
very very good,4,2025-07-01,CBE,google_play,very very good,0.5379,positive,positive,0.9998621940612792,very very good,Transactions & History
"It's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",3,2025-07-01,CBE,google_play,"it's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",0.8641,positive,positive,0.9990320205688475,"it's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",App Speed & Performance
its very nice app,5,2025-07-01,CBE,google_play,its very nice app,0.4754,positive,positive,0.9998563528060912,its very nice app,App Speed & Performance
fast and easy to use,3,2025-07-01,CBE,google_play,fast and easy to use,0.4404,positive,positive,0.9995805621147156,fast and easy to use,Digital Payments / Telebirr Integration
I really like this application it's easy to use and reliable,5,2025-07-01,CBE,google_play,i really like this application it's easy to use and reliable,0.6901,positive,positive,0.9997631907463074,i really like this application it's easy to use and reliable,Digital Payments / Telebirr Integration
best application but is not available strong security .,5,2025-07-01,CBE,google_play,best application but is not available strong security .,-0.5434,negative,negative,0.9837642312049866,best application but is not available strong security .,Ease of Use / User Experience
very good thanks for services,1,2025-06-30,CBE,google_play,very good thanks for services,0.7485,positive,positive,0.9998341798782348,very good thanks for services,Service & Charges
Good!,5,2025-06-29,CBE,google_play,good!,0.4926,positive,positive,0.9998268485069276,good!,Transactions & History
I like this app bcz of this is very simple and easy to use,5,2025-06-29,CBE,google_play,i like this app bcz of this is very simple and easy to use,0.6872,positive,positive,0.9989296793937684,i like this app bcz of this is very simple and easy to use,Digital Payments / Telebirr Integration
this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,3,2025-06-29,CBE,google_play,this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,0.3197,positive,negative,0.9997767806053162,this application not working properly and payment service and transfer money please fix dear bank developer it's more boring service now,App Speed & Performance
for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,1,2025-06-29,CBE,google_play,for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,0.3291,positive,negative,0.9887598752975464,for the frist use the app is perfect but soon it begins to change the speed the massages and cost an arm and leg,Service & Charges
"trasaction history needs to be more detailed,",3,2025-06-28,CBE,google_play,"trasaction history needs to be more detailed,",0.0,neutral,negative,0.9986841082572936,"trasaction history needs to be more detailed,",Ease of Use / User Experience
safe secure fast,5,2025-06-28,CBE,google_play,safe secure fast,0.6486,positive,positive,0.9997405409812928,safe secure fast,Digital Payments / Telebirr Integration
atashkabte,1,2025-06-28,CBE,google_play,atashkabte,0.0,neutral,positive,0.892349123954773,atashkabte,Transactions & History
best mobile banking app,5,2025-06-26,CBE,google_play,best mobile banking app,0.6369,positive,positive,0.9997095465660096,best mobile banking app,App Speed & Performance
this app has a problem,1,2025-06-26,CBE,google_play,this app has a problem,-0.4019,negative,negative,0.9987542629241944,this app has a problem,Ease of Use / User Experience
Best of all,5,2025-06-26,CBE,google_play,best of all,0.6369,positive,positive,0.9997443556785583,best of all,Ease of Use / User Experience
excellent services,5,2025-06-26,CBE,google_play,excellent services,0.5719,positive,positive,0.9998639822006226,excellent services,Service & Charges
"I'll give 5 stars when the app has the function to see more than just a couple of transactions. Right now, you can not even go back one month and see prior transaction. That is a standard banking function that also CBE should have. Because of that only 1 Start.",1,2025-06-25,CBE,google_play,"i'll give 5 stars when the app has the function to see more than just a couple of transactions. right now, you can not even go back one month and see prior transaction. that is a standard banking function that also cbe should have. because of that only 1 start.",0.0,neutral,negative,0.9886451959609984,"i'll give 5 stars when the app has the function to see more than just a couple of transactions. right now, you can not even go back one month and see prior transaction. that is a standard banking function that also cbe should have. because of that only 1 start.",Digital Payments / Telebirr Integration
best of all,5,2025-06-25,CBE,google_play,best of all,0.6369,positive,positive,0.9997443556785583,best of all,Ease of Use / User Experience
"The most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete I'd rate less if i could.",1,2025-06-25,CBE,google_play,"the most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete i'd rate less if i could.",-0.25,negative,negative,0.999692678451538,"the most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete i'd rate less if i could.",Digital Payments / Telebirr Integration
for no reason my money is gone because the system keeps tell me failed than I tried to many times were my money is nowhere to be gone when I checked my balance I realise the money is gone,1,2025-06-25,CBE,google_play,for no reason my money is gone because the system keeps tell me failed than i tried to many times were my money is nowhere to be gone when i checked my balance i realise the money is gone,-0.6705,negative,negative,0.9997031092643738,for no reason my money is gone because the system keeps tell me failed than i tried to many times were my money is nowhere to be gone when i checked my balance i realise the money is gone,Ease of Use / User Experience
we would appreciate it if the app can allow to take screensshot.,4,2025-06-24,CBE,google_play,we would appreciate it if the app can allow to take screensshot.,0.5574,positive,negative,0.917564332485199,we would appreciate it if the app can allow to take screensshot.,Digital Payments / Telebirr Integration
Easy to use and clear.,5,2025-06-24,CBE,google_play,easy to use and clear.,0.6705,positive,positive,0.9994879961013794,easy to use and clear.,Digital Payments / Telebirr Integration
Easy to use,4,2025-06-23,CBE,google_play,easy to use,0.4404,positive,positive,0.9988542795181274,easy to use,Digital Payments / Telebirr Integration
the best 👌,5,2025-06-23,CBE,google_play,the best 👌,0.6369,positive,positive,0.9998503923416138,the best 👌,Ease of Use / User Experience
super 🌟 start,5,2025-06-22,CBE,google_play,super 🌟 start,0.5994,positive,positive,0.9052258133888244,super 🌟 start,Digital Payments / Telebirr Integration
😲,5,2025-06-21,CBE,google_play,😲,0.0,neutral,negative,0.6970565915107727,😲,Transactions & History
It is so god,5,2025-06-21,CBE,google_play,it is so god,0.4101,positive,positive,0.9943652153015136,it is so god,Transactions & History
it's my life,5,2025-06-21,CBE,google_play,it's my life,0.0,neutral,positive,0.9996814727783204,it's my life,Digital Payments / Telebirr Integration
great app,5,2025-06-19,CBE,google_play,great app,0.6249,positive,positive,0.999821126461029,great app,Ease of Use / User Experience
SUFaa milikesaa,5,2025-06-19,CBE,google_play,sufaa milikesaa,0.0,neutral,negative,0.9896273612976074,sufaa milikesaa,Ease of Use / User Experience
"Am not able to make screenshot,",1,2025-06-18,CBE,google_play,"am not able to make screenshot,",0.0,neutral,negative,0.999790370464325,"am not able to make screenshot,",App Speed & Performance
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,google_play,setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,0.2732,positive,negative,0.9805399775505066,setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,App Speed & Performance
Is too good,5,2025-06-17,CBE,google_play,is too good,0.4404,positive,positive,0.9998205304145812,is too good,Transactions & History
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,google_play,ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,0.0,neutral,negative,0.944585382938385,ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,Service & Charges
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,google_play,ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,0.0,neutral,negative,0.9615163207054138,ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,Transactions & History
"it makes my life easy, and I feel like it deserves a 4-star.",4,2025-06-16,CBE,google_play,"it makes my life easy, and i feel like it deserves a 4-star.",0.6597,positive,positive,0.9993563294410706,"it makes my life easy, and i feel like it deserves a 4-star.",Digital Payments / Telebirr Integration
It's best app but Please add(included) water bill payment ?,4,2025-06-16,CBE,google_play,it's best app but please add(included) water bill payment ?,0.6757,positive,negative,0.914364755153656,it's best app but please add(included) water bill payment ?,Service & Charges
the system works even from wherever I am abroad CBE☆☆☆☆☆,5,2025-06-15,CBE,google_play,the system works even from wherever i am abroad cbe☆☆☆☆☆,0.0,neutral,positive,0.994903326034546,the system works even from wherever i am abroad cbe☆☆☆☆☆,Ease of Use / User Experience
very nice to use this app,5,2025-06-14,CBE,google_play,very nice to use this app,0.4754,positive,positive,0.9996718168258668,very nice to use this app,App Speed & Performance
Good service and have lightly internet accessed,3,2025-06-14,CBE,google_play,good service and have lightly internet accessed,0.4404,positive,negative,0.6808251738548279,good service and have lightly internet accessed,App Speed & Performance
the best mobile banking ever in Ethiopia,5,2025-06-13,CBE,google_play,the best mobile banking ever in ethiopia,0.6369,positive,positive,0.9998283386230468,the best mobile banking ever in ethiopia,App Speed & Performance
good app fast,5,2025-06-13,CBE,google_play,good app fast,0.4404,positive,positive,0.9998340606689452,good app fast,Ease of Use / User Experience
very good work cbe team well developed,5,2025-06-13,CBE,google_play,very good work cbe team well developed,0.6478,positive,positive,0.9998407363891602,very good work cbe team well developed,Transactions & History
Excellent and easy to access and uptodate.,5,2025-06-13,CBE,google_play,excellent and easy to access and uptodate.,0.765,positive,positive,0.9998615980148317,excellent and easy to access and uptodate.,Service & Charges
Best mobile banking app in Ethiopian banking industry. Keep up CBE,5,2025-06-12,CBE,google_play,best mobile banking app in ethiopian banking industry. keep up cbe,0.6369,positive,positive,0.9997265934944152,best mobile banking app in ethiopian banking industry. keep up cbe,App Speed & Performance
it's very helpful app in any way in and out of the county of Ethiopia good luck,5,2025-06-12,CBE,google_play,it's very helpful app in any way in and out of the county of ethiopia good luck,0.8399,positive,positive,0.9995100498199464,it's very helpful app in any way in and out of the county of ethiopia good luck,Service & Charges
So bad now and hard to use,5,2025-06-09,CBE,google_play,so bad now and hard to use,-0.6361,negative,negative,0.999805748462677,so bad now and hard to use,Digital Payments / Telebirr Integration
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,google_play,"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",0.9049,positive,positive,0.9496427178382874,"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",App Speed & Performance
Very amazing app indeed. I'm enjoying it,5,2025-06-08,CBE,google_play,very amazing app indeed. i'm enjoying it,0.8173,positive,positive,0.9998819828033448,very amazing app indeed. i'm enjoying it,Service & Charges
A great app. It's like carrying a bank in your pocket.,4,2025-06-07,CBE,google_play,a great app. it's like carrying a bank in your pocket.,0.765,positive,positive,0.9992928504943848,a great app. it's like carrying a bank in your pocket.,Ease of Use / User Experience
More than garrantty bank EBC.,4,2025-06-07,CBE,google_play,more than garrantty bank ebc.,0.0,neutral,positive,0.9971959590911864,more than garrantty bank ebc.,Digital Payments / Telebirr Integration
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,google_play,really am happy to this app it is siple to use everything,0.6096,positive,positive,0.9988697171211244,really am happy to this app it is siple to use everything,Ease of Use / User Experience
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,CBE,google_play,i liked this app. but the user interface is very basic and not attractive at all.,-0.298,negative,negative,0.9996840953826904,i liked this app. but the user interface is very basic and not attractive at all.,Digital Payments / Telebirr Integration
